番号,駅名,ふりがな,所在地（都道府県・市町村名）,乗り入れ路線名１（上位２路線）,乗り入れ路線名２（上位２路線）
3083,黒松,くろまつ,宮城県仙台市泉区,仙台市営南北線,
3084,黒松,くろまつ,島根県江津市,ＪＲ西日本　山陰本線,
3085,黒松内,くろまつない,北海道黒松内町,ＪＲ北海道　函館本線,
3086,黒谷,くろや,埼玉県秩父市,秩父鉄道秩父本線,
3087,黒山,くろやま,新潟県豊栄市,ＪＲ東日本　白新線,
3088,桑川,くわがわ,新潟県山北町,ＪＲ東日本　羽越本線,
3089,桑名,くわな,三重県桑名市,ＪＲ東海　関西本線,近鉄名古屋線
3090,桑名川,くわながわ,長野県飯山市,ＪＲ東日本　飯山線,
3091,桑野,くわの,徳島県阿南市,ＪＲ四国　牟岐線,
3092,桑町,くわまち,三重県上野市,近鉄伊賀線,
3093,神水橋,くわみずばし,熊本県熊本市,＃熊本市営[健軍線],
3094,栗田,くんだ,京都府宮津市,北近畿タンゴ鉄道宮津線,
3095,郡中,ぐんちゅう,愛媛県伊予市,伊予鉄道郡中線,
3096,郡中港,ぐんちゅうこう,愛媛県伊予市,伊予鉄道郡中線,
3097,国縫,くんぬい,北海道長万部町,ＪＲ北海道　函館本線,
3098,訓子府,くんねっぷ,北海道訓子府町,北海道ちほく高原鉄道ふるさと銀河線,
3099,薫別,くんべつ,北海道陸別町,北海道ちほく高原鉄道ふるさと銀河線,
3100,群馬大津,ぐんまおおつ,群馬県長野原町,ＪＲ東日本　吾妻線,
3101,群馬総社,ぐんまそうじゃ,群馬県前橋市,ＪＲ東日本　上越線,
3102,群馬原町,ぐんまはらまち,群馬県吾妻町,ＪＲ東日本　吾妻線,
3103,群馬藤岡,ぐんまふじおか,群馬県藤岡市,ＪＲ東日本　八高線,
3104,群馬八幡,ぐんまやわた,群馬県高崎市,ＪＲ東日本　信越本線,
3105,ケーブル延暦寺,けーぶるえんりゃくじ,滋賀県大津市,＄比叡山鉄道,
3106,ケーブル坂本,けーぶるさかもと,滋賀県大津市,＄比叡山鉄道,
3107,ケーブル山上,けーぶるさんじょう,兵庫県川西市,＄能勢電鉄,
3108,ケーブル比叡,けーぶるひえい,京都府京都市左京区,＄京福電気鉄道鋼索線,
3109,ケーブル八瀬遊園,けーぶるやせゆうえん,京都府京都市左京区,＄京福電気鉄道鋼索線,
3110,蹴上,けあげ,京都府京都市東山区,京都市営東西線,
3111,京王稲田堤,けいおういなだづつみ,神奈川県川崎市多摩区,京王相模原線,
3112,京王片倉,けいおうかたくら,東京都八王子市,京王高尾線,
3113,京王多摩川,けいおうたまがわ,東京都調布市,京王相模原線,
3114,京王多摩センター,けいおうたませんたー,東京都多摩市,京王相模原線,
3115,京王永山,けいおうながやま,東京都多摩市,京王相模原線,
3116,京王八王子,けいおうはちおうじ,東京都八王子市,京王京王線,
3117,京王堀之内,けいおうほりのうち,東京都八王子市,京王相模原線,
3118,京王よみうりランド,けいおうよみうりらんど,東京都稲城市,京王相模原線,
3119,京急大津,けいきゅうおおつ,神奈川県横須賀市,京急本線,
3120,京急蒲田,けいきゅうかまた,東京都大田区,京急本線,京急空港線
3121,京急川崎,けいきゅうかわさき,神奈川県川崎市川崎区,京急本線,京急大師線
3122,京急久里浜,けいきゅうくりはま,神奈川県横須賀市,京急久里浜線,
3123,京急新子安,けいきゅうしんこやす,神奈川県横浜市神奈川区,京急本線,
3124,京急田浦,けいきゅうたうら,神奈川県横須賀市,京急本線,
3125,京急鶴見,けいきゅうつるみ,神奈川県横浜市鶴見区,京急本線,
3126,京急富岡,けいきゅうとみおか,神奈川県横浜市金沢区,京急本線,
3127,京急長沢,けいきゅうながさわ,神奈川県横須賀市,京急久里浜線,
3128,京急安浦,けいきゅうやすうら,神奈川県横須賀市,京急本線,
3129,警察署前,けいさつしょまえ,愛媛県松山市,＃伊予鉄道[城南線],
3130,京成稲毛,けいせいいなげ,千葉県千葉市稲毛区,京成千葉線,
3131,京成上野,けいせいうえの,東京都台東区,京成本線,
3132,京成臼井,けいせいうすい,千葉県佐倉市,京成本線,
3133,京成大久保,けいせいおおくぼ,千葉県習志野市,京成本線,
3134,京成大和田,けいせいおおわだ,千葉県八千代市,京成本線,
3135,京成金町,けいせいかなまち,東京都葛飾区,京成金町線,
3136,京成小岩,けいせいこいわ,東京都江戸川区,京成本線,
3137,京成佐倉,けいせいさくら,千葉県佐倉市,京成本線,
3138,京成酒々井,けいせいしすい,千葉県酒々井町,京成本線,
3139,京成関屋,けいせいせきや,東京都足立区,京成本線,
3140,京成高砂,けいせいたかさご,東京都葛飾区,京成本線,京成金町線
3141,京成立石,けいせいたていし,東京都葛飾区,京成押上線,
3142,京成千葉,けいせいちば,千葉県千葉市中央区,京成千葉線,
3143,京成津田沼,けいせいつだぬま,千葉県習志野市,京成本線,京成千葉線
3144,京成中山,けいせいなかやま,千葉県船橋市,京成本線,
3145,京成成田,けいせいなりた,千葉県成田市,京成本線,京成東成田線
3146,京成西船,けいせいにしふな,千葉県船橋市,京成本線,
3147,京成曳舟,けいせいひきふね,東京都墨田区,京成押上線,
3148,京成船橋,けいせいふなばし,千葉県船橋市,京成本線,
3149,京成幕張,けいせいまくはり,千葉県千葉市花見川区,京成千葉線,
3150,京成幕張本郷,けいせいまくはりほんごう,千葉県千葉市花見川区,京成千葉線,
3151,京成八幡,けいせいやわた,千葉県市川市,京成本線,
3152,桂川,けいせん,福岡県桂川町,ＪＲ九州　篠栗線,ＪＲ九州　筑豊本線
3153,慶徳校前,けいとくこうまえ,熊本県熊本市,＃熊本市営[幹線],
3154,競馬場前,けいばじょうまえ,北海道函館市,＃函館市営[湯の川線],
3155,競馬場前,けいばじょうまえ,福岡県北九州市小倉南区,北九州高速鉄道小倉線,
3156,京阪石山,けいはんいしやま,滋賀県大津市,京阪石山坂本線,
3157,京阪膳所,けいはんぜぜ,滋賀県大津市,京阪石山坂本線,
3158,京阪山科,けいはんやましな,京都府京都市山科区,京阪京津線,
3159,猊鼻渓,げいびけい,岩手県東山町,ＪＲ東日本　大船渡線,
3160,競輪場前,けいりんじょうまえ,岐阜県岐阜市,＃名鉄美濃町線,＃名鉄田神線
3161,競輪場前,けいりんじょうまえ,愛知県豊橋市,＃豊橋鉄道東田本線,
3162,毛賀,けが,長野県飯田市,ＪＲ東海　飯田線,
3163,毛木,けぎ,広島県広島市安佐北区,ＪＲ西日本　可部線,
3164,下条,げじょう,新潟県十日町市,ＪＲ東日本　飯山線,
3165,気仙沼,けせんぬま,宮城県気仙沼市,ＪＲ東日本　大船渡線,ＪＲ東日本　気仙沼線
3166,月江寺,げっこうじ,山梨県富士吉田市,富士急行大月線,
3167,下馬,げば,宮城県多賀城市,ＪＲ東日本　仙石線,
3168,花原市,けばらいち,岩手県宮古市,ＪＲ東日本　山田線,
3169,検見川,けみがわ,千葉県千葉市花見川区,京成千葉線,
3170,検見川浜,けみがわはま,千葉県千葉市美浜区,ＪＲ東日本　京葉線,
3171,けやき台,けやきだい,佐賀県基山町,ＪＲ九州　鹿児島本線,
3172,欅平,けやきだいら,富山県宇奈月町,黒部峡谷鉄道本線,
3173,介良通,けらどおり,高知県高知市,＃土佐電気鉄道[ごめん線],
3174,下呂,げろ,岐阜県下呂町,ＪＲ東海　高山本線,
3175,健軍交番前,けんぐんこうばんまえ,熊本県熊本市,＃熊本市営[健軍線],
3176,健軍校前,けんぐんこうまえ,熊本県熊本市,＃熊本市営[健軍線],
3177,健軍町,けんぐんまち,熊本県熊本市,＃熊本市営[健軍線],
3178,源じいの森,げんじいのもり,福岡県赤村,平成筑豊鉄道田川線,
3179,県総合運動場,けんそうごううんどうじょう,静岡県静岡市,静岡鉄道静岡清水線,
3180,県庁通り,けんちょうどおり,岡山県岡山市,＃岡山電気軌道[東山本線],
3181,県庁前,けんちょうまえ,千葉県千葉市中央区,千葉都市モノレール１号線,
3182,県庁前,けんちょうまえ,富山県富山市,＃富山地方鉄道[支線],
3183,県庁前,けんちょうまえ,兵庫県神戸市中央区,神戸市営山手線,
3184,県庁前,けんちょうまえ,広島県広島市中区,広島高速交通広島新交通１号線,
3185,県庁前,けんちょうまえ,愛媛県松山市,＃伊予鉄道[城南線],
3186,県庁前,けんちょうまえ,高知県高知市,＃土佐電気鉄道[伊野線],
3187,源道寺,げんどうじ,静岡県富士宮市,ＪＲ東海　身延線,
3188,原爆ドーム前,げんばくどーむまえ,広島県広島市中区,＃広島電鉄[本線],
3189,県病院前,けんびょういんまえ,広島県広島市南区,＃広島電鉄[宇品線],
3190,剣淵,けんぶち,北海道剣淵町,ＪＲ北海道　宗谷本線,
3191,玄武洞,げんぶどう,兵庫県城崎町,ＪＲ西日本　山陰本線,
3192,剣吉,けんよし,青森県名川町,青い森鉄道,
3193,県立体育館前,けんりつたいいくかんまえ,熊本県熊本市,＃熊本市営[上熊本線],
3194,県立美術館通,けんりつびじゅつかんどおり,高知県高知市,＃土佐電気鉄道[ごめん線],
3195,県立美術館前,けんりつびじゅつかんまえ,静岡県清水市,静岡鉄道静岡清水線,
3196,小網町,こあみちょう,広島県広島市中区,＃広島電鉄[本線],
3197,五井,ごい,千葉県市原市,ＪＲ東日本　内房線,小湊鉄道
3198,恋ヶ窪,こいがくぼ,東京都国分寺市,西武国分寺線,
3199,鯉川,こいかわ,秋田県琴丘町,ＪＲ東日本　奥羽本線,
3200,小井川,こいかわ,山梨県玉穂町,ＪＲ東海　身延線,
3201,小池,こいけ,愛知県豊橋市,豊橋鉄道渥美線,
3202,恋路,こいじ,石川県内浦町,のと鉄道能登線,
3203,小石浜,こいしはま,岩手県大船渡市,三陸鉄道南リアス線,
3204,漕代,こいしろ,三重県松阪市,近鉄山田線,
3205,小泉,こいずみ,岐阜県多治見市,ＪＲ東海　太多線,
3206,古泉,こいずみ,愛媛県松前町,伊予鉄道郡中線,
3207,小泉町,こいずみちょう,富山県富山市,＃富山地方鉄道[本線],
3208,小泉町,こいずみまち,群馬県大泉町,東武小泉線,
3209,小出,こいで,新潟県小出町,ＪＲ東日本　上越線,ＪＲ東日本　只見線
3210,五位堂,ごいどう,奈良県香芝市,近鉄大阪線,
3211,五位野,ごいの,鹿児島県鹿児島市,ＪＲ九州　指宿枕崎線,
3212,恋山形,こいやまがた,鳥取県智頭町,智頭急行智頭線,
3213,小岩,こいわ,東京都江戸川区,ＪＲ東日本　総武本線,
3214,小岩井,こいわい,岩手県滝沢村,ＪＲ東日本　田沢湖線,
3215,小岩川,こいわがわ,山形県温海町,ＪＲ東日本　羽越本線,
3216,国府,こう,愛知県豊川市,名鉄名古屋本線,名鉄豊川線
3217,府中,こう,徳島県徳島市,ＪＲ四国　徳島線,
3218,広域公園前,こういきこうえんまえ,広島県広島市安佐南区,広島高速交通広島新交通１号線,
3219,公園,こうえん,千葉県佐倉市,山万ユーカリが丘線,
3220,公園上,こうえんかみ,神奈川県箱根町,＄箱根登山鉄道鋼索線,
3221,公園口,こうえんぐち,福井県福井市,福井鉄道福武線,
3222,高円寺,こうえんじ,東京都杉並区,ＪＲ東日本　中央本線,
3223,公園下,こうえんしも,神奈川県箱根町,＄箱根登山鉄道鋼索線,
3224,公園東口,こうえんひがしぐち,大阪府吹田市,大阪高速鉄道国際文化公園都市線,
3225,公園前,こうえんまえ,愛媛県松山市,＃伊予鉄道[城南線],
3226,甲賀,こうか,滋賀県甲賀町,ＪＲ西日本　草津線,
3227,公会堂前,こうかいどうまえ,長崎県長崎市,＃長崎電気軌道[桜町支線],＃長崎電気軌道[蛍茶屋支線]
3228,工学部前,こうがくぶまえ,鹿児島県鹿児島市,＃鹿児島市営[唐湊線],
3229,広貫堂前,こうかんどうまえ,富山県富山市,＃富山地方鉄道[本線],
3230,工業高校前,こうぎょうこうこうまえ,青森県十和田市,十和田観光電鉄,
3231,工業団地,こうぎょうだんち,高知県宿毛市,土佐くろしお鉄道宿毛線,
3232,航空公園,こうくうこうえん,埼玉県所沢市,西武新宿線,
3233,豪渓,ごうけい,岡山県総社市,ＪＲ西日本　伯備線,
3234,香西,こうざい,香川県高松市,ＪＲ四国　予讃線,
3235,神前,こうざき,和歌山県和歌山市,南海貴志川線,
3236,幸崎,こうざき,大分県佐賀関町,ＪＲ九州　日豊本線,
3237,高座渋谷,こうざしぶや,神奈川県大和市,小田急江ノ島線,
3238,郷沢,ごうさわ,青森県蓬田村,ＪＲ東日本　津軽線,
3239,剛志,ごうし,群馬県境町,東武伊勢崎線,
3240,甲子園,こうしえん,兵庫県西宮市,阪神本線,
3241,甲子園口,こうしえんぐち,兵庫県西宮市,ＪＲ西日本　東海道本線,
3242,麹町,こうじまち,東京都千代田区,営団有楽町線,
3243,糀谷,こうじや,東京都大田区,京急空港線,
3244,神志山,こうしやま,三重県御浜町,ＪＲ東海　紀勢本線,
3245,甲州街道,こうしゅうかいどう,東京都日野市,多摩都市モノレール,
3246,光珠内,こうしゅない,北海道美唄市,ＪＲ北海道　函館本線,
3247,神代,こうじろ,山口県由宇町,ＪＲ西日本　山陽本線,
3248,神代町,こうじろまち,長崎県国見町,島原鉄道,
3249,庚申塚,こうしんづか,東京都豊島区,＃東京都営荒川線,
3250,甲西,こうせい,滋賀県甲西町,ＪＲ西日本　草津線,
3251,光善寺,こうぜんじ,大阪府枚方市,京阪京阪本線,
3252,高蔵寺,こうぞうじ,愛知県春日井市,ＪＲ東海　中央本線,愛知環状鉄道
3253,高速神戸,こうそくこうべ,兵庫県神戸市中央区,神戸高速鉄道東西線,神戸高速鉄道東西線（阪神連絡線）
3254,高速長田,こうそくながた,兵庫県神戸市長田区,神戸高速鉄道東西線,
3255,幸田,こうだ,愛知県幸田町,ＪＲ東海　東海道本線,
3256,高田,こうだ,長崎県長与町,ＪＲ九州　長崎本線＜長与線＞,
3257,神田,こうだ,長崎県佐々町,松浦鉄道西九州線,
3258,甲立,こうたち,広島県甲田町,ＪＲ西日本　芸備線,
3259,河内,こうち,広島県河内町,ＪＲ西日本　山陽本線,
3260,高知,こうち,高知県高知市,ＪＲ四国　土讃線,
3261,小内海,こうちうみ,宮崎県宮崎市,ＪＲ九州　日南線,
3262,高知駅前,こうちえきまえ,高知県高知市,＃土佐電気鉄道[桟橋線],
3263,高知商業前,こうちしょうぎょうまえ,高知県高知市,ＪＲ四国　土讃線,
3264,高知城前,こうちじょうまえ,高知県高知市,＃土佐電気鉄道[伊野線],
3265,高知橋,こうちばし,高知県高知市,＃土佐電気鉄道[桟橋線],
3266,国府津,こうづ,神奈川県小田原市,ＪＲ東日本　東海道本線,ＪＲ東日本　御殿場線
3267,郡津,こうづ,大阪府交野市,京阪交野線,
3268,江津,ごうつ,島根県江津市,ＪＲ西日本　山陰本線,ＪＲ西日本　三江線
3269,交通局前,こうつうきょくまえ,熊本県熊本市,＃熊本市営[水前寺線],
